767,140
766,140
768,140
769,140
770,24
771,24
772,24
773,24
774,18
775,139
776,139
778,141
777,141
780,86
781,86
783,118
784,118
786,142
785,142
787,142
788,128
789,143
790,143
792,144
793,144
794,144
795,275
796,275
797,275
798,275
800,145
799,145
801,145
802,145
803,145
804,145
805,275
806,275
807,275
808,275
810,146
809,146
813,147
812,147
815,148
814,148
816,148
818,149
817,149
820,150
819,150
822,151
821,151
823,151
824,151
826,152
825,152
827,152
828,152
829,152
830,152
831,152
832,152
833,152
834,152
836,153
835,153
837,153
839,6
840,6
842,154
841,154
843,154
845,155
844,155
846,155
847,155
849,156
848,156
851,157
850,157
852,157
853,139
856,158
855,158
857,158
859,15
860,246
861,246
862,246
863,18
864,18
865,18
866,139
867,139
871,159
870,159
872,159
873,159
874,159
878,160
877,160
879,160
880,160
881,160
884,161
883,161
885,161
887,162
886,162
889,163
888,163
890,163
892,139
893,18
894,57
896,164
895,164
897,164
898,164
899,164
901,165
900,165
902,165
904,166
903,166
905,166
907,167
906,167
908,51
910,168
909,168
911,168
913,169
912,169
914,169
915,169
916,169
917,169
918,29
921,170
920,170
922,71
924,171
923,171
925,171
926,31
927,172
930,173
929,173
931,246
932,246
933,246
934,18
935,174
936,174
937,174
938,174
940,82
942,175
941,175
943,175
944,51
945,51
946,201
948,233
947,233
950,176
949,176
952,177
951,177
953,177
954,177
955,34
956,34
958,178
957,178
959,178
961,179
960,179
962,179
963,24
964,24
966,180
965,180
967,180
968,180
969,180
970,180
973,50
972,50
975,181
974,181
976,181
977,11
979,182
978,182
981,183
980,183
982,183
984,184
983,184
985,184
986,184
988,185
987,185
989,50
991,181
993,186
992,186
995,187
994,187
996,187
997,187
998,187
1000,169
999,169
1002,50
1003,50
1004,50
1005,139
1007,188
1006,188
1008,6
1010,189
1009,189
1012,190
1011,190
1014,191
1013,191
1016,275
1018,235
1017,235
1021,24
1022,24
1023,24
1024,6
1025,6
1026,54
1027,54
1028,246
1029,246
1030,139
1032,192
1031,192
1034,193
1033,193
1036,194
1035,194
1037,194
1038,194
1039,51
1040,51
1041,128
1043,195
1042,195
1044,195
1045,189
1046,83
1047,2
1048,2
1049,2
1050,2
1053,196
1052,196
1055,197
1054,197
1056,197
1057,197
1058,197
1061,198
1060,198
1062,198
1063,198
1064,198
1065,198
1066,198
1067,198
1068,198
1069,198
1070,275
1071,275
1072,275
1073,275
1074,199
1079,200
1078,200
1081,47
1082,11
1083,11
1084,201
1086,24
1087,24
1088,24
1089,24
1091,184
1092,184
1094,202
1093,202
1095,202
1096,202
1098,203
1097,203
1099,203
1102,204
1101,204
1103,204
1106,205
1105,205
1107,205
1108,205
1109,205
1110,205
1111,205
1112,205
1113,205
1115,206
1114,206
1117,267
1116,267
1118,267
1119,267
1120,267
1121,139
1122,139
1123,139
1124,71
1125,71
1128,207
1127,207
1129,181
1130,18
1132,208
1131,208
1134,209
1133,209
1135,34
1136,34
1137,34
1138,34
1140,210
1139,210
1142,211
1141,211
1145,128
1147,212
1146,212
1148,212
1149,212
1150,212
1153,213
1152,213
1154,213
1155,213
1156,213
1157,213
1158,213
1159,213
1160,213
1162,18
1163,18
1165,214
1164,214
1166,215
1167,215
1169,216
1168,216
1170,150
1172,139
1175,246
1176,246
1177,24
1178,24
1180,51
1181,51
1182,54
1185,217
1184,217
1186,217
1189,57
1190,6
1191,6
1194,218
1193,218
1195,139
1196,139
1197,139
1199,219
1198,219
1200,219
1201,169
1202,169
1203,169
1204,169
1205,169
1206,169
1207,169
1208,169
1210,220
1209,220
1211,220
1212,220
1214,24
1215,24
1216,24
1217,24
1219,221
1218,221
1221,24
1223,222
1222,222
1224,222
1226,223
1225,223
1227,223
1228,6
1229,6
1230,71
1232,224
1231,224
1233,71
1234,71
1235,83
1236,83
1238,225
1237,225
1239,57
1241,226
1240,226
1243,227
1242,227
1244,83
1245,83
1246,83
1247,83
1249,228
1248,228
1250,83
1251,83
1253,229
1252,229
1254,229
1255,139
1256,169
1257,169
1259,230
1258,230
1261,231
1260,231
1262,231
1263,6
1265,232
1264,232
1266,232
1267,232
1268,159
1270,56
1271,233
1272,233
1273,154
1274,154
1275,154
1276,154
1278,246
1279,246
1280,246
1281,246
1282,128
1283,128
1287,245
1286,245
1288,245
1289,245
1290,245
1293,250
1292,250
1294,250
1295,6
1299,234
1298,234
1303,235
1304,235
1305,235
1306,235
1307,235
1308,235
1309,235
1311,236
1310,236
1313,6
1312,6
1314,6
1315,6
1316,6
1318,165
1321,237
1320,237
1322,92
1324,238
1323,238
1325,238
1327,239
1326,239
1329,240
1328,240
1332,241
1331,241
1333,241
1336,242
1335,242
1337,242
1338,242
1339,243
882,243
1341,24
1342,24
1343,47
1344,47
1345,223
1346,131
1347,6
1348,6
1349,275
1350,275
1351,275
1352,275
1355,244
1354,244
1356,205
1357,205
1358,205
1359,205
1361,34
1362,34
1363,34
1364,245
1365,245
1366,245
1367,245
1368,246
1369,246
1371,247
1370,247
1373,248
1372,248
1375,249
1374,249
1376,249
1377,250
1378,250
1381,92
1384,34
1385,34
1387,251
1386,251
1389,57
1391,252
1390,252
1392,252
1394,128
1395,128
1396,128
1397,128
1398,53
1400,253
1399,253
1401,253
1402,253
1403,253
1404,57
1405,57
1406,57
1407,57
1408,57
1409,86
1410,86
1411,205
1412,198
1413,18
1414,18
1415,18
1416,54
1417,54
1418,173
1419,242
1421,254
1420,254
1422,254
1423,254
1424,1
1425,1
1427,255
1426,255
1428,255
1429,256
645,256
1430,256
1431,256
1432,256
1433,256
1434,256
1435,256
1436,256
1437,256
1438,256
1439,256
1440,256
1441,256
1442,256
1443,256
1444,256
1445,256
1446,256
1447,256
1448,256
1450,257
1449,257
1451,47
1452,128
1453,258
1360,258
1454,131
1455,83
1457,259
1456,259
1458,259
1459,259
1460,24
1461,18
1464,246
1465,246
1466,246
1467,246
1468,6
1469,6
1470,6
1472,260
1471,260
1473,260
1475,261
1474,261
1476,261
1477,38
1478,38
1480,262
1479,262
1481,11
1482,11
1484,263
1483,263
1485,263
1487,264
1486,264
1488,211
1489,211
1492,272
1491,272
1493,272
1494,272
1496,265
1495,265
1497,50
1498,101
1500,43
1501,43
1502,43
1503,43
1504,169
1505,169
1506,169
1507,169
1508,169
1509,169
1512,266
1511,266
1513,266
1514,169
1515,267
1516,267
1517,267
1518,172
1519,172
1520,172
1523,268
1522,268
1526,269
1525,269
1529,6
1531,270
1530,270
1532,1
1533,94
1534,94
1535,94
1536,154
1538,271
1537,271
1539,271
1540,272
1541,272
1542,272
1544,273
1543,273
1546,274
1545,274
1547,274
1548,274
1549,51
1550,6
1551,6
1553,246
1554,246
1555,246
1556,11
1557,11
1558,11
1560,128
1561,128
1562,275
1563,275
1564,275
1565,275
1566,275
1567,275
1569,276
1568,276
1570,118
1571,118
1572,118
1573,118
1574,118
1576,277
1575,277
1577,277
1578,277
1579,118
1581,278
1580,278
1584,279
1583,279
1586,280
1585,280
1587,280
1588,92
